student_id,semester,previous_score,attendance_percentage,study_hours_per_week,assignment_completion_rate,previous_semester_cgpa,library_visits_per_week,online_resource_usage_hours,internal_assessment_score,predicted_score,score_difference,classification,interventions,prediction_error
STU2024_0084,1,57.22594672589529,82.23708622864778,8.810922505865754,67.11367467478858,7.305195453800835,4,6.819983563017918,63.97648775743037,60.96891623345776,3.007571523972608,Moderate Learner,['Regular Check-ins'],3.007571523972608
STU2024_0054,1,74.17514433261302,78.48380545741506,20.162326302755734,72.60092205054859,7.756069773276766,0,5.605108266384638,66.65646650883959,71.81672422211184,-5.160257713272259,Slow Learner,"['Remedial Classes', 'One-on-One Tutoring']",-5.160257713272259
STU2024_0071,1,70.4209340826262,61.65728355561715,22.206366445330577,75.36765261388415,6.587422454272534,4,9.771964492076927,63.94948975497993,64.67064465135107,-0.7211548963711394,Moderate Learner,['Regular Check-ins'],-0.7211548963711394
STU2024_0046,1,54.20233687407937,86.72734307665965,13.327493820795258,78.48074906036454,8.004508823245057,1,13.387633019286564,66.34629148144457,61.69750677571655,4.648784705728019,Moderate Learner,['Regular Check-ins'],4.648784705728019
STU2024_0045,1,42.82217014448859,78.89824191372635,8.998517964721119,67.93442541572516,5.04329574924272,3,12.642515603990185,51.82413724006588,51.13324034375258,0.6908968963132978,Slow Learner,"['Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",0.6908968963132978
STU2024_0040,1,67.95291853803685,56.53703525349067,19.26216667398112,66.54413170794038,6.916678451655072,4,9.414246669159212,63.449288771722266,61.19164332194965,2.2576454497726175,Moderate Learner,['Regular Check-ins'],2.2576454497726175
STU2024_0023,1,66.01292307031886,96.04191466404149,18.43130095187257,62.726689751497915,6.62655377728139,3,7.851608871042701,60.77697769314921,68.31734033753709,-7.540362644387876,Slow Learner,"['Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",-7.540362644387876
STU2024_0081,1,61.70492168243732,84.3850102164751,15.56758672625624,62.40417236728836,6.80812361277885,4,11.61952689952507,59.542101253104946,61.845974504561774,-2.303873251456828,Slow Learner,"['Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",-2.303873251456828
STU2024_0011,1,58.04873460781307,46.21843177051438,17.854452553465833,71.7347819515917,8.067422317133335,3,6.739439548712428,64.47477571931164,58.232061552218,6.242714167093638,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",6.242714167093638
STU2024_0001,1,72.45071229516849,53.769438869243785,16.788936801741418,62.56507483616892,4.608358511808449,5,8.246851967826272,56.53180539691972,59.42068233445601,-2.8888769375362884,Slow Learner,"['Attendance Monitoring', 'Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",-2.8888769375362884
STU2024_0019,1,51.37963886718184,92.14234221772531,12.573182260854482,79.86249528732664,8.76894577609574,1,12.651501478442231,58.39443465221531,62.7066310619949,-4.312196409779588,Slow Learner,"['Remedial Classes', 'One-on-One Tutoring']",-4.312196409779588
STU2024_0031,1,55.97440081655905,51.74004853400801,11.348166841414317,74.81629840729629,5.225112231001337,5,6.086780047246052,52.36184699616781,54.67618596158049,-2.3143389654126736,Slow Learner,"['Attendance Monitoring', 'Remedial Classes', 'One-on-One Tutoring']",-2.3143389654126736
STU2024_0074,1,88.4696548372101,80.11727962224965,15.051165305097935,89.3890623912781,9.050311401166788,4,9.521822093321893,68.17666386860041,76.3079397193256,-8.131275850725189,Slow Learner,"['Remedial Classes', 'One-on-One Tutoring']",-8.131275850725189
STU2024_0034,1,49.13433606566149,82.10388645952773,11.741998261970915,64.84257432731832,8.076313383693943,3,6.333568642519236,59.16008771212459,59.76177931112055,-0.6016915989959557,Slow Learner,"['Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",-0.6016915989959557
STU2024_0091,1,66.4561632402206,68.30227571899468,13.959388748213623,61.52377992977463,6.988041038025074,3,9.936452543423226,65.8951086684392,60.7262240683143,5.168884600124905,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",5.168884600124905
STU2024_0005,1,61.48769937914996,72.58071432500986,8.111653160214544,74.68647609053778,6.324901792781135,2,14.896694370857752,59.73744014182251,57.08224795163171,2.655192190190803,Slow Learner,"['Remedial Classes', 'One-on-One Tutoring']",2.655192190190803
STU2024_0077,1,66.30570602357257,75.1950283781686,15.995298477867351,88.08480955081018,7.864835444583649,2,12.14647697311258,62.429334456153555,65.92032643793715,-3.490991981783594,Moderate Learner,['Regular Check-ins'],-3.490991981783594
STU2024_0078,1,60.51488974301199,96.80301115735975,11.998915614206027,77.75013008607527,7.466875231815304,2,9.946129662768929,64.89012609323537,66.37330692037159,-1.4831808271362235,Moderate Learner,['Regular Check-ins'],-1.4831808271362235
STU2024_0013,1,68.62943407349051,75.90345314911539,19.770008817466014,87.38124523482045,4.698828743896566,1,3.966648466897169,63.59348480011273,69.23874091774049,-5.645256117627753,Slow Learner,"['Remedial Classes', 'One-on-One Tutoring']",-5.645256117627753
STU2024_0032,1,92.78417276763406,76.0284446220904,16.082292947909874,61.54118442771252,4.0,3,6.4070091349945475,71.59192082661501,71.21260084636026,0.3793199802547491,Moderate Learner,['Regular Check-ins'],0.3793199802547491
STU2024_0084,2,21.556169327094658,68.5589168831212,19.960211747682614,83.04979128790929,6.1732214255072,2,4.619697593270584,42.867561595119525,42.6797552752901,0.18780631982942708,Slow Learner,"['Attendance Monitoring', 'Remedial Classes', 'One-on-One Tutoring']",0.18780631982942708
STU2024_0054,2,72.15561240834683,79.21787135954064,18.045690604535885,100.0,6.085325643520926,3,7.372334378766417,75.94248437074285,70.75199325983417,5.190491110908681,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",5.190491110908681
STU2024_0071,2,61.11436781268945,83.25078148536828,9.483166969130632,75.4800622359865,4.711515528144858,6,7.734911122383994,61.731619414139374,60.215592426575014,1.5160269875643593,Moderate Learner,['Regular Check-ins'],1.5160269875643593
STU2024_0046,2,38.904293318328506,50.31901879564663,10.396632034603169,60.40396588677667,5.72421931868605,4,6.767557136136245,49.198175382879555,42.65621900336693,6.5419563795126265,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",6.5419563795126265
STU2024_0045,2,82.23148550558156,54.15641299854606,17.693779962231847,76.79370552621229,6.686465114070963,3,4.7271007093544055,66.26299033185079,68.35801919778268,-2.0950288659318943,Moderate Learner,['Regular Check-ins'],-2.0950288659318943
STU2024_0040,2,82.59093528889048,100.0,17.095095046830227,80.8770600810382,7.571737577324167,5,2.7544040802854575,81.09427714883545,78.22168694860875,2.8725902002266963,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",2.8725902002266963
STU2024_0023,2,90.25891537186803,70.53654744960012,13.104361295062564,77.40860971574797,7.994321903001119,1,11.797123522594102,75.63329935706025,75.22666962672794,0.40662973033231253,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",0.40662973033231253
STU2024_0081,2,78.74491512053723,78.35871201096992,16.336961570359513,93.00620861916639,8.536093788717194,2,7.678093567987314,65.08974866833995,74.80802018625523,-9.718271517915284,Slow Learner,"['Remedial Classes', 'One-on-One Tutoring']",-9.718271517915284
STU2024_0011,2,74.20276959095625,74.0379248011051,19.819395583974547,56.85457885738339,6.6681195646213425,3,6.162687876078686,78.85253460010992,64.96275737582239,13.889777224287528,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",13.889777224287528
STU2024_0001,2,60.1947903770852,78.01648570072452,10.823264733701214,65.85731696761076,9.292702639618797,6,8.505964015900183,72.46990624459963,61.839773344845106,10.630132899754521,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",10.630132899754521
STU2024_0019,2,46.61351505496488,92.8420573338696,23.388504070382204,65.79896004688591,6.62696331072468,4,6.3538252767771155,62.072810733857644,56.812752428564885,5.260058305292759,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",5.260058305292759
STU2024_0031,2,87.14810524588844,98.91757594837458,16.16892955895374,54.49681952376868,8.857424607150453,2,11.001746954128935,73.5470772212147,76.3816333934829,-2.8345561722681936,Moderate Learner,['Regular Check-ins'],-2.8345561722681936
STU2024_0074,2,64.44166645235238,54.989617576226934,27.464997587163953,64.8342694537184,10.0,3,12.795941511514151,60.32985653425471,61.514429346458456,-1.184572812203747,Moderate Learner,['Regular Check-ins'],-1.184572812203747
STU2024_0034,2,70.93705300156114,42.699148295944276,19.167644808044624,47.970293436299706,9.553322416952856,3,7.249860456203142,75.10255340292447,59.141925952528574,15.960627450395897,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",15.960627450395897
STU2024_0091,2,55.64346558956292,53.96092092300459,20.42947782915789,70.15980241736797,7.132610329437771,6,2.596826797541783,60.982368670875175,55.57520902543851,5.407159645436664,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",5.407159645436664
STU2024_0005,2,64.63468111608526,84.58095333043777,18.168884404660492,73.94251832911362,6.452570905685672,0,7.704235603147215,71.26947526396538,64.35218569187295,6.917289572092429,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",6.917289572092429
STU2024_0077,2,75.98960115823368,51.105093997024966,15.409146792737825,69.52017673031837,9.313164928851814,4,10.090863213532206,61.60490336404748,65.50149067081881,-3.8965873067713304,Moderate Learner,['Regular Check-ins'],-3.8965873067713304
STU2024_0078,2,63.78925129837126,81.60712106940599,14.505551734044287,77.77020458797362,10.0,1,6.99854153073197,67.13172758806144,67.17268746483349,-0.0409598767720496,Moderate Learner,['Regular Check-ins'],-0.0409598767720496
STU2024_0013,2,61.139351938649824,79.8203582317541,12.212541074960832,97.96126248515546,7.461110046713651,2,4.568821378038015,67.50757247125884,66.31931291046507,1.1882595607937674,Moderate Learner,['Regular Check-ins'],1.1882595607937674
STU2024_0032,2,85.70137031221176,62.29557977522508,7.220521768981864,71.62851897160975,7.031907365104092,2,5.988139372770066,73.55419628732393,69.801216976903,3.752979310420926,Moderate Learner,['Regular Check-ins'],3.752979310420926
STU2024_0084,3,74.57587888412574,80.3342002317849,14.08401690639806,87.44598626818762,8.86701937110518,3,9.454636044596395,74.54338361778424,71.26077950184086,3.2826041159433856,Moderate Learner,['Regular Check-ins'],3.2826041159433856
STU2024_0054,3,83.05826655753225,77.77110868343587,9.25602982420672,55.10928470876942,9.179890994981552,3,8.341608200929052,66.40758111310758,69.27522466741706,-2.867643554309481,Moderate Learner,['Regular Check-ins'],-2.867643554309481
STU2024_0071,3,80.58667681130403,77.84559251415594,10.847777967217173,73.74843045314459,5.115239658581116,5,10.973775974576267,67.10146762552546,62.38137437716132,4.720093248364137,Moderate Learner,['Regular Check-ins'],4.720093248364137
STU2024_0046,3,78.89323103362389,81.99537561669501,14.59238663449177,93.53717430010408,6.686029270630957,3,6.538525932062882,76.3166544956842,71.01941600529321,5.2972384903909955,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",5.2972384903909955
STU2024_0045,3,86.3412220414991,71.48970211339528,12.479100844961643,58.25213340077011,8.024993489216603,1,11.663706980200882,62.25880485111833,67.85800289703595,-5.599198045917618,Slow Learner,"['Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",-5.599198045917618
STU2024_0040,3,63.451673706012556,92.102235577819,9.644731601754756,91.69032562484888,5.143506366509053,5,7.095507909437378,64.8612918634958,61.17320217702759,3.688089686468203,Moderate Learner,['Regular Check-ins'],3.688089686468203
STU2024_0023,3,65.00310597377296,50.98644032285227,10.50607975838436,67.81743815987394,7.4413361935202404,1,13.817577707298398,55.88062372707508,55.114434306315985,0.7661894207590976,Slow Learner,"['Attendance Monitoring', 'Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",0.7661894207590976
STU2024_0081,3,47.15882160699008,60.65345434772987,24.978337448919824,100.0,5.372274210163303,2,4.71379729097229,60.19335877609786,58.99912799665737,1.1942307794404883,Moderate Learner,['Regular Check-ins'],1.1942307794404883
STU2024_0011,3,80.90314861248319,69.68938933588464,8.944140353596094,88.35574745279679,7.337961883061412,2,5.856358974587389,73.4754174773122,68.58085690836835,4.894560568943859,Moderate Learner,['Regular Check-ins'],4.894560568943859
STU2024_0001,3,19.707317662687622,75.3369883921807,11.75313480839287,74.9160597175643,4.703338746166416,6,5.952827017142315,36.89495650227219,40.45076100098409,-3.5558044987119004,Slow Learner,"['Remedial Classes', 'One-on-One Tutoring']",-3.5558044987119004
STU2024_0019,3,57.138674030981115,77.60012496555612,24.882202922577427,82.380282719892,5.0616059573415715,2,12.773057917325351,67.51969827164237,59.46708548023346,8.052612791408912,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",8.052612791408912
STU2024_0031,3,44.811936147901775,56.097528522411295,8.738032777934404,93.179159780796,8.02307809856893,3,8.06384131131219,54.51019244194348,53.77832743718129,0.7318650047621915,Slow Learner,"['Attendance Monitoring', 'Remedial Classes', 'One-on-One Tutoring']",0.7318650047621915
STU2024_0074,3,48.92214150439767,75.28721666123629,22.007992964732146,59.94063941877752,6.5803597472562485,1,4.161888512441465,55.2380445260236,58.354379437957306,-3.1163349119337056,Slow Learner,"['Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",-3.1163349119337056
STU2024_0034,3,78.11583771069091,70.23427354865649,12.896191031594734,77.15082701013377,7.359106750803066,4,8.005537865693018,78.49760742600516,67.02518976082557,11.472417665179591,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",11.472417665179591
STU2024_0091,3,76.11236518130188,67.94936778360747,18.329621260272308,90.26492200265254,6.811818609995649,5,10.595595824003826,62.07850123883097,67.65031115140519,-5.571809912574224,Slow Learner,"['Attendance Monitoring', 'Remedial Classes', 'One-on-One Tutoring']",-5.571809912574224
STU2024_0005,3,68.14489122911938,85.73071973161866,5.6673002431969195,85.43306636348666,8.686530039805755,3,8.888554414193042,63.425245525861314,65.81178722873506,-2.3865417028737426,Moderate Learner,['Regular Check-ins'],-2.3865417028737426
STU2024_0077,3,70.64614289146274,100.0,20.259738088614593,64.1739366999412,7.855919495829296,4,5.539469362861923,80.43571528432545,71.91046935843531,8.525245925890147,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",8.525245925890147
STU2024_0078,3,51.46922668463735,72.13644312409052,10.009696863427935,77.65231308209097,8.452276990799291,3,4.245865260717823,60.61344013814407,59.610724694875884,1.0027154432681868,Moderate Learner,['Regular Check-ins'],1.0027154432681868
STU2024_0013,3,70.88623950768151,76.5278444289298,15.07136533918217,82.50998582071814,6.802791106492498,3,10.487389482008341,61.315591285267516,64.74746948811976,-3.4318782028522463,Moderate Learner,['Regular Check-ins'],-3.4318782028522463
STU2024_0032,3,52.71113210417754,65.75457887940783,16.81815941312484,78.91875796850785,9.23086923300389,3,10.660197078663627,56.95229475511154,61.10913181360766,-4.156837058496123,Slow Learner,"['Attendance Monitoring', 'Remedial Classes', 'One-on-One Tutoring']",-4.156837058496123
STU2024_0084,4,60.96475180377766,76.1571717882469,19.044623611395057,83.65190735870726,7.6506238313295185,4,4.162907791340641,67.49566734774119,65.92381398458849,1.571853363152698,Moderate Learner,['Regular Check-ins'],1.571853363152698
STU2024_0054,4,57.860170964204485,100.0,22.19722857576568,67.60840907635594,7.424419276761228,2,7.821754456182518,66.92846137648075,67.1100657290087,-0.18160435252794116,Moderate Learner,['Regular Check-ins'],-0.18160435252794116
STU2024_0071,4,66.45242266114276,71.8646835052296,10.811452840525153,70.59891726236933,4.0,2,11.748514702118477,61.37191178575783,56.530981903507104,4.840929882250727,Moderate Learner,['Regular Check-ins'],4.840929882250727
STU2024_0046,4,47.72197423119839,79.43140929847327,16.63312108782567,62.530938390715335,7.89346608635458,5,8.655602127232838,50.210299454202165,56.731325687481025,-6.52102623327886,Slow Learner,"['Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",-6.52102623327886
STU2024_0045,4,71.65252580876788,97.04373806041329,10.415362273350352,74.31208110946467,6.255921531190383,2,3.7541984242274378,68.71025457858934,69.5937675559426,-0.8835129773532628,Moderate Learner,['Regular Check-ins'],-0.8835129773532628
STU2024_0040,4,57.884818371447906,63.23264035136836,6.836986271563385,57.75942584676191,10.0,4,7.033915536523825,59.478301546572794,59.55084101457391,-0.07253946800111777,Slow Learner,"['Attendance Monitoring', 'Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",-0.07253946800111777
STU2024_0023,4,61.51806022177318,69.36759170471674,18.042038768996132,62.394126956918385,6.499331693741669,2,8.429146309636858,69.36903377175567,59.627628712233864,9.741405059521803,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",9.741405059521803
STU2024_0081,4,55.546721702035896,66.81236121043383,17.9936950799657,52.176047360509955,8.807011659990557,4,9.61288970884964,61.11619127156081,58.025559970584524,3.090631300976284,Moderate Learner,['Regular Check-ins'],3.090631300976284
STU2024_0011,4,85.55614540975799,82.87785585506592,5.1499977229056295,100.0,8.52018373261165,2,10.850047486008936,78.39441733092936,76.65401314561235,1.7404041853170042,Fast Learner,"['Advanced Challenge Problems', 'Peer Mentoring Opportunity', 'Research Project Assignment']",1.7404041853170042
STU2024_0001,4,59.344337462986125,84.12663104211288,20.911170144691575,56.239559055176606,7.429292138572033,0,8.958574012348866,64.257188189589,63.63372783918175,0.6234603504072496,Moderate Learner,['Regular Check-ins'],0.6234603504072496
STU2024_0019,4,60.5210489358556,86.41958345114179,8.512451800088847,62.499396618068474,4.543592623814993,5,7.80776670755385,59.1789839868739,55.87983438935607,3.2991495975178324,Slow Learner,"['Assignment Support', 'Remedial Classes', 'One-on-One Tutoring']",3.2991495975178324
STU2024_0031,4,75.09414806742559,84.07835551527383,13.585566397401873,77.77301825778952,7.165584458661545,6,12.180363582573294,59.37147834729454,66.84117127801686,-7.469692930722317,Slow Learner,"['Remedial Classes', 'One-on-One Tutoring']",-7.469692930722317
